Company Name,Location,Headquarters,Size,Type of ownership,Industry,Sector,Revenue,job_simplified,seniority,Rating Category,job_state,Python_yn,Spark,AWS_yn,Average Salary
Reynolds American,"Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),other scientist,Senior/Principal,Medium Rating, NC,0,0,0,74000.0
Raytheon,"Huntsville, AL","Waltham, MA",10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),data analyst,Associate,Medium Rating, AL,0,0,0,62500.0
RTI International,"Durham, NC","Research Triangle Park, NC",1001 to 5000 employees,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),other scientist,Senior/Principal,High Rating, NC,0,0,0,65500.0
TRANZACT,"Fort Lee, NJ","Fort Lee, NJ",1001 to 5000 employees,Company - Private,Advertising & Marketing,Business Services,Unknown,data scientist,Executive/Director,Medium Rating, NJ,1,0,1,161500.0
United BioSource,"Blue Bell, PA","Blue Bell, PA",1001 to 5000 employees,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),data analyst,Senior/Principal,Low Rating, PA,0,0,0,72500.0
Figure Eight,"San Francisco, CA","San Francisco, CA",51 to 200 employees,Company - Public,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),data engineer,Senior/Principal,Medium Rating, CA,1,0,1,139000.0
Tapjoy,"San Francisco, CA","San Francisco, CA",201 to 500 employees,Company - Private,Internet,Information Technology,$10 to $25 million (USD),data engineer,Senior/Principal,Medium Rating, CA,0,0,0,136500.0
Fareportal,"New York, NY","New York, NY",1001 to 5000 employees,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),data scientist,Associate,Medium Rating, NY,1,1,0,74500.0
Reynolds American,"Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),business intelligence,Senior/Principal,Medium Rating, NC,0,0,0,80500.0
Sartorius,"Albuquerque, NM","Gottingen, Germany",5001 to 10000 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),data scientist,Other,Medium Rating, NM,1,0,0,75500.0
1904labs,"Saint Louis, MO","Saint Louis, MO",51 to 200 employees,Company - Private,IT Services,Information Technology,Unknown,data scientist,Other,High Rating, MO,1,1,0,143500.0
Royce Geospatial,"Springfield, VA","Arlington, VA",51 to 200 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),data scientist,Other,High Rating, VA,1,0,0,101000.0
MassMutual,"Springfield, MA","Springfield, MA",5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),data engineer,Other,Medium Rating, MA,1,1,0,92000.0
PNNL,"Richland, WA","Richland, WA",1001 to 5000 employees,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),data scientist,Other,Medium Rating, WA,1,0,0,76500.0
Recursion Pharmaceuticals,"Salt Lake City, UT","Salt Lake City, UT",51 to 200 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),data scientist,Senior/Principal,High Rating, UT,1,0,1,140500.0
Citi,"Jersey City, NJ","New York, NY",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),data scientist,Other,Medium Rating, NJ,0,0,0,116500.0
Sage Intacct,"San Francisco, CA","San Jose, CA",501 to 1000 employees,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,Unknown,machine learning engineer,Senior/Principal,High Rating, CA,1,0,0,232500.0
Scale AI,"San Francisco, CA","San Francisco, CA",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown,data scientist,Other,Medium Rating, CA,1,0,0,120500.0
Esri,"Arlington, VA","Redlands, CA",1001 to 5000 employees,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),data scientist,Other,Medium Rating, VA,1,0,0,82000.0
Rochester Regional Health,"Rochester, NY","Rochester, NY",10000+ employees,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),other scientist,Senior/Principal,Medium Rating, NY,0,0,0,84500.0
Change Healthcare,"Emeryville, CA","Nashville, TN",10000+ employees,Company - Public,IT Services,Information Technology,Unknown,data scientist,Other,Low Rating, CA,1,1,1,153000.0
MZ,"Palo Alto, CA","Palo Alto, CA",501 to 1000 employees,Company - Private,Internet,Information Technology,Unknown,data scientist,Other,Medium Rating, CA,1,1,0,127000.0
HG Insights,"Santa Barbara, CA","Santa Barbara, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown,data scientist,Other,High Rating, CA,1,1,0,85500.0
"1-800-FLOWERS.COM, Inc.","Carle Place, NY","Carle Place, NY",1001 to 5000 employees,Company - Public,Wholesale,Business Services,$1 to $2 billion (USD),data scientist,Other,Low Rating, NY,1,0,0,76500.0
CBS Interactive,"New York, NY","San Francisco, CA",1001 to 5000 employees,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,$500 million to $1 billion (USD),data scientist,Other,Medium Rating, NY,1,1,0,128000.0
"Numeric, LLC","King of Prussia, PA","Chadds Ford, PA",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),data engineer,Other,Medium Rating, PA,1,1,1,91500.0
Rubius Therapeutics,"Cambridge, MA","Cambridge, MA",201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),other scientist,Senior/Principal,High Rating, MA,0,0,0,134500.0
Samba TV,"San Francisco, CA","San Francisco, CA",201 to 500 employees,Company - Private,Advertising & Marketing,Business Services,Unknown,data scientist,Other,Medium Rating, CA,0,0,0,164500.0
ClearEdge,"Annapolis Junction, MD","Annapolis Junction, MD",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),software engineer,Other,High Rating, MD,0,0,0,93500.0
SV Microwave,"West Palm Beach, FL","West Palm Beach, FL",201 to 500 employees,Company - Public,Telecommunications Manufacturing,Telecommunications,$50 to $100 million (USD),data analyst,Other,Medium Rating, FL,0,0,0,44000.0
Sumo Logic,"Austin, TX","Redwood City, CA",501 to 1000 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown,data engineer,Associate,Medium Rating, TX,0,1,1,149500.0
EAB,"Washington, DC","Washington, DC",1001 to 5000 employees,Company - Private,Research & Development,Business Services,Unknown,data engineer,Associate,Medium Rating, DC,0,1,1,65500.0
SpringML,"Herndon, VA","Pleasanton, CA",1 to 50 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown,data engineer,Other,High Rating, VA,1,1,0,109000.0
Samsung Research America,"Mountain View, CA","Mountain View, CA",1001 to 5000 employees,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),data engineer,Associate,Medium Rating, CA,1,1,1,177000.0
Systems & Technology Research,"Arlington, VA","Woburn, MA",201 to 500 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),data scientist,Other,High Rating, VA,1,1,0,107000.0
Netskope,"Santa Clara, CA","Santa Clara, CA",501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown,data scientist,Other,High Rating, CA,1,1,0,154500.0
Lorven Technologies Inc,"Santa Clara, CA","Plainsboro, NJ",1 to 50 employees,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),data scientist,Other,High Rating, CA,1,1,0,113500.0
Brighthouse Financial,"Charlotte, NC","Charlotte, NC",1001 to 5000 employees,Company - Public,Insurance Carriers,Insurance,Unknown,data scientist,Senior/Principal,Medium Rating, NC,1,1,0,124500.0
CareDx,"Brisbane, CA","Brisbane, CA",1 to 50 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,data scientist,Other,Low Rating, CA,1,0,0,143500.0
Serigor Inc.,"San Francisco, CA","Baltimore, MD",1 to 50 employees,Company - Private,IT Services,Information Technology,Less than $1 million (USD),data scientist,Other,Medium Rating, CA,1,0,0,113500.0
Leidos,"Springfield, VA","Reston, VA",10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),data scientist,Other,Medium Rating, VA,1,0,1,101500.0
Beckman Coulter Diagnostics,"New York, NY","Brea, CA",10000+ employees,Subsidiary or Business Segment,Health Care Products Manufacturing,Manufacturing,$2 to $5 billion (USD),data analyst,Other,Medium Rating, NY,0,0,1,73000.0
IHS Markit,"New York, NY","London, United Kingdom",10000+ employees,Company - Public,Consulting,Business Services,$2 to $5 billion (USD),data scientist,Other,Medium Rating, NY,1,0,1,80500.0
ALIN,"New York, NY","Noida, India",Unknown,Company - Private,Unknown,Unknown,Unknown,data scientist,Other,No Rating, NY,1,0,0,110500.0
Affinity Solutions,"San Jose, CA","New York, NY",51 to 200 employees,Company - Private,Advertising & Marketing,Business Services,Unknown,data engineer,Associate,Low Rating, CA,1,1,0,114000.0
e-IT Professionals Corp.,"Foster City, CA","Canton, MI",51 to 200 employees,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$5 to $10 million (USD),data scientist,Other,Medium Rating, CA,1,0,0,139500.0
TechProjects,"New York, NY","North Brunswick, NJ",1 to 50 employees,Company - Private,IT Services,Information Technology,Unknown,data scientist,Other,High Rating, NY,1,0,0,145500.0
Biz2Credit Inc,"New York, NY","New York, NY",201 to 500 employees,Company - Private,Lending,Finance,$100 to $500 million (USD),data scientist,Other,High Rating, NY,0,0,0,87000.0
PeoplesBank,"Holyoke, MA","Holyoke, MA",201 to 500 employees,Company - Private,Banks & Credit Unions,Finance,$50 to $100 million (USD),data scientist,Other,High Rating, MA,0,0,0,100500.0
Capgemini,"New York, NY","Paris, France",10000+ employees,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),data scientist,Senior/Principal,Medium Rating, NY,1,1,0,147000.0
GNY Insurance Companies,"New York, NY","New York, NY",201 to 500 employees,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),data engineer,Other,Medium Rating, NY,1,0,0,110500.0
Citadel Federal Credit Union,"Exton, PA","Exton, PA",501 to 1000 employees,Nonprofit Organization,Banks & Credit Unions,Finance,Unknown,data analyst,Other,Medium Rating, PA,1,0,0,49000.0
"Conch Technologies, Inc","Waltham, MA","Memphis, TN",51 to 200 employees,Company - Private,Consulting,Business Services,$5 to $10 million (USD),data scientist,Other,High Rating, MA,1,1,1,94000.0
Medidata Solutions,"New York, NY","New York, NY",1001 to 5000 employees,Company - Public,Enterprise Software & Network Solutions,Information Technology,$500 million to $1 billion (USD),data scientist,Senior/Principal,High Rating, NY,1,0,1,123500.0
Rochester Regional Health,"Rochester, NY","Rochester, NY",10000+ employees,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),other scientist,Senior/Principal,Medium Rating, NY,0,0,0,84500.0
CALIBRE Systems,"Alexandria, VA","Alexandria, VA",501 to 1000 employees,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),data analyst,Other,Medium Rating, VA,0,0,0,71000.0
HP Inc.,"Corvallis, OR","Palo Alto, CA",10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,Unknown,data engineer,Other,High Rating, OR,0,0,0,73000.0
MassMutual,"Boston, MA","Springfield, MA",5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),other,Executive/Director,Medium Rating, MA,0,0,0,101000.0
Tapjoy,"San Francisco, CA","San Francisco, CA",201 to 500 employees,Company - Private,Internet,Information Technology,$10 to $25 million (USD),machine learning engineer,Associate,Medium Rating, CA,1,1,0,181000.0
Northrop Grumman,"San Diego, CA","Falls Church, VA",10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),data scientist,Other,Medium Rating, CA,0,0,0,109500.0
Visa Inc.,"Bellevue, WA","Foster City, CA",10000+ employees,Company - Public,IT Services,Information Technology,$10+ billion (USD),data scientist,Senior/Principal,Medium Rating, WA,1,0,0,184500.0
Quartet Health,"New York, NY","New York, NY",201 to 500 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown,data scientist,Senior/Principal,Medium Rating, NY,1,0,0,165000.0
Motorola Solutions,"Chicago, IL","Chicago, IL",10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),data analyst,Other,Medium Rating, IL,1,1,0,61000.0
Credit Sesame,"Mountain View, CA","Mountain View, CA",51 to 200 employees,Company - Private,Internet,Information Technology,$50 to $100 million (USD),data engineer,Senior/Principal,High Rating, CA,1,1,1,205000.0
Success Academy Charter Schools,"New York, NY","New York, NY",1001 to 5000 employees,School / School District,K-12 Education,Education,$100 to $500 million (USD),data analyst,Other,Medium Rating, NY,1,0,0,59500.0
Reynolds American,"Owensboro, KY","Winston-Salem, NC",5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),business intelligence,Other,Medium Rating, KY,0,0,0,103500.0
Infosys,"Hartford, CT","Bengaluru, India",10000+ employees,Company - Public,IT Services,Information Technology,$10+ billion (USD),other analytics,Other,Medium Rating, CT,0,0,0,62500.0
MassMutual,"Springfield, MA","Springfield, MA",5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),other analytics,Senior/Principal,Medium Rating, MA,0,0,0,63000.0
AXION Healthcare Solutions,"New York, NY","New York, NY",1 to 50 employees,Company - Private,Health Care Services & Hospitals,Health Care,$10 to $25 million (USD),data analyst,Other,Medium Rating, NY,0,0,0,66000.0
Alignment Healthcare,"Orange, CA","Orange, CA",501 to 1000 employees,Company - Private,Health Care Services & Hospitals,Health Care,Unknown,data engineer,Other,Medium Rating, CA,1,1,1,94500.0
ExecOnline,"New York, NY","New York, NY",51 to 200 employees,Company - Private,Education Training Services,Education,Unknown,data scientist,Other,High Rating, NY,1,0,1,75500.0
Mteq,"Fort Belvoir, VA","Lorton, VA",501 to 1000 employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),machine learning engineer,Other,High Rating, VA,1,0,0,87000.0
AstraZeneca,"Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),data scientist,Senior/Principal,Medium Rating, MD,1,0,0,140000.0
Brillient,"Silver Spring, MD","Reston, VA",201 to 500 employees,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),data scientist,Other,Medium Rating, MD,1,0,0,86000.0
Entefy,"Palo Alto, CA","Palo Alto, CA",1 to 50 employees,Company - Private,Internet,Information Technology,Unknown,data scientist,Senior/Principal,High Rating, CA,1,0,0,116500.0
Sunovion,"Marlborough, MA","Marlborough, MA",1001 to 5000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),other scientist,Senior/Principal,Medium Rating, MA,1,0,0,154500.0
Cboe Global Markets,"Lenexa, KS","Chicago, IL",501 to 1000 employees,Company - Public,Stock Exchanges,Finance,$500 million to $1 billion (USD),machine learning engineer,Other,Medium Rating, KS,1,0,0,87000.0
San Manuel Casino,"Highland, CA","Highland, CA",1001 to 5000 employees,Company - Private,Gambling,"Arts, Entertainment & Recreation",$100 to $500 million (USD),data analyst,Other,Medium Rating, CA,0,0,0,48500.0
Trace3,"Houston, TX","Irvine, CA",501 to 1000 employees,Company - Private,IT Services,Information Technology,$1 to $2 billion (USD),data engineer,Other,Medium Rating, TX,1,1,0,80000.0
Texas Health Huguley Hospital,"Burleson, TX","Arlington, TX",1001 to 5000 employees,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),other scientist,Other,High Rating, TX,0,0,1,44720.0
Teasdale Latin Foods,"Hoopeston, IL","Flower Mound, TX",501 to 1000 employees,Company - Private,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),other scientist,Other,Low Rating, IL,0,0,0,52500.0
Northrop Grumman,"San Jose, CA","Falls Church, VA",10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),data scientist,Senior/Principal,Medium Rating, CA,1,0,0,173000.0
Saama Technologies Inc,"Phoenix, AZ","Campbell, CA",501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,data engineer,Other,Medium Rating, AZ,1,1,0,68500.0
Two Sigma,"New York, NY","New York, NY",1001 to 5000 employees,Company - Private,Investment Banking & Asset Management,Finance,Unknown,data scientist,Entry Level,High Rating, NY,0,0,0,172000.0
Liberty Mutual Insurance,"Boston, MA","Boston, MA",10000+ employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),data scientist,Other,Medium Rating, MA,1,0,0,114500.0
AstraZeneca,"Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),other scientist,Senior/Principal,Medium Rating, MD,0,0,0,95000.0
MITRE,"Bedford, MA","Bedford, MA",5001 to 10000 employees,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),data scientist,Other,Medium Rating, MA,1,0,0,69500.0
Guidepoint,"New York, NY","New York, NY",501 to 1000 employees,Company - Private,Research & Development,Business Services,Unknown,data engineer,Other,Medium Rating, NY,1,0,1,64500.0
Cerus Corporation,"Concord, CA","Concord, CA",201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),other scientist,Other,Low Rating, CA,0,0,0,111500.0
Strategic Financial Solutions,"New York, NY","New York, NY",501 to 1000 employees,Company - Private,Consumer Product Rental,Consumer Services,Unknown,data scientist,Other,High Rating, NY,1,0,0,97500.0
Takeda Pharmaceuticals,"Cambridge, MA","OSAKA, Japan",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),data engineer,Executive/Director,Medium Rating, MA,0,1,1,154500.0
Software Engineering Institute,"Pittsburgh, PA","Pittsburgh, PA",501 to 1000 employees,College / University,Colleges & Universities,Education,Unknown,machine learning engineer,Senior/Principal,Low Rating, PA,0,0,0,124000.0
"Remedy BPCI Partners, LLC.","New York, NY","Norwalk, CT",201 to 500 employees,Company - Private,Health Care Services & Hospitals,Health Care,Unknown,data scientist,Other,Medium Rating, NY,1,1,1,95000.0
Maven Wave Partners,"Chicago, IL","Chicago, IL",201 to 500 employees,Company - Private,Consulting,Business Services,$50 to $100 million (USD),data scientist,Senior/Principal,High Rating, IL,1,0,1,128500.0
The Climate Corporation,"San Francisco, CA","San Francisco, CA",501 to 1000 employees,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,Unknown,data scientist,Senior/Principal,Medium Rating, CA,0,0,1,194000.0
Crossix Solutions,"New York, NY","New York, NY",201 to 500 employees,Company - Public,Advertising & Marketing,Business Services,Unknown,data scientist,Other,Medium Rating, NY,1,1,1,104500.0
Vail Health,"Vail, CO","Vail, CO",501 to 1000 employees,Hospital,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),other scientist,Other,Medium Rating, CO,0,0,0,65520.0
Clarity Insights,"Charlotte, NC","Chicago, IL",201 to 500 employees,Company - Private,IT Services,Information Technology,Unknown,data engineer,Other,High Rating, NC,1,0,0,85500.0
The Church of Jesus Christ of Latter-day Saints,"Salt Lake City, UT","Salt Lake City, UT",10000+ employees,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown,data analyst,Associate,High Rating, UT,0,0,1,50000.0
NCSOFT,"Aliso Viejo, CA","Seoul, South Korea",1001 to 5000 employees,Company - Public,Video Games,Media,$10+ billion (USD),data engineer,Other,Medium Rating, CA,1,1,1,113000.0
GSK,"Cambridge, MA","Brentford, United Kingdom",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),other scientist,Entry Level,Medium Rating, MA,0,0,1,90500.0
Factual,"Los Angeles, CA","Los Angeles, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown,data scientist,Senior/Principal,High Rating, CA,1,1,0,153000.0
TriNet,"Dublin, CA","Dublin, CA",1001 to 5000 employees,Company - Public,Consulting,Business Services,$2 to $5 billion (USD),data analyst,Associate,Medium Rating, CA,0,0,0,123500.0
Signpost,"New York, NY","New York, NY",201 to 500 employees,Company - Private,Internet,Information Technology,$10 to $25 million (USD),data analyst,Senior/Principal,Medium Rating, NY,0,1,0,47000.0
Central California Alliance for Health,"Scotts Valley, CA","Scotts Valley, CA",501 to 1000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),other analytics,Senior/Principal,Medium Rating, CA,0,0,0,64000.0
Adobe,"San Jose, CA","San Jose, CA",10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),data scientist,Other,High Rating, CA,1,0,0,162000.0
AstraZeneca,"New York, NY","Cambridge, United Kingdom",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),data scientist,Senior/Principal,Medium Rating, NY,1,0,0,137000.0
Pilot Flying J Travel Centers LLC,"Knoxville, TN","Knoxville, TN",10000+ employees,Company - Private,Gas Stations,Retail,$10+ billion (USD),data engineer,Senior/Principal,Medium Rating, TN,1,0,0,98000.0
Swiss Re,"Armonk, NY","Zurich, Switzerland",10000+ employees,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),data scientist,Other,Medium Rating, NY,1,0,0,115000.0
Sartorius,"Arvada, CO","Gottingen, Germany",5001 to 10000 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),data scientist,Senior/Principal,Medium Rating, CO,1,0,0,133500.0
Pinnacol Assurance,"Denver, CO","Denver, CO",501 to 1000 employees,Nonprofit Organization,Insurance Carriers,Insurance,$500 million to $1 billion (USD),data engineer,Other,High Rating, CO,1,0,1,99000.0
Palermo's Pizza,"Milwaukee, WI","Milwaukee, WI",501 to 1000 employees,Company - Private,Food & Beverage Manufacturing,Manufacturing,Unknown,software engineer,Other,Medium Rating, WI,0,0,0,54000.0
Equian LLC,"Franklin, TN","Indianapolis, IN",1001 to 5000 employees,Company - Private,Health Care Services & Hospitals,Health Care,Unknown,data engineer,Senior/Principal,Medium Rating, TN,0,0,1,109000.0
MetroStar Systems,"Rockville, MD","Reston, VA",201 to 500 employees,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),data engineer,Other,Medium Rating, MD,0,0,1,109000.0
MathWorks,"Natick, MA","Natick, MA",1001 to 5000 employees,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),data scientist,Senior/Principal,High Rating, MA,1,0,0,139500.0
Liberty Mutual Insurance,"Chicago, IL","Boston, MA",10000+ employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),data scientist,Executive/Director,Medium Rating, IL,1,0,0,254000.0
Information Builders,"New York, NY","New York, NY",1001 to 5000 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown,machine learning engineer,Other,Medium Rating, NY,1,0,1,125000.0
Novartis,"Cambridge, MA","Basel, Switzerland",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),data scientist,Senior/Principal,Medium Rating, MA,1,0,0,106500.0
Audentes Therapeutics,"South San Francisco, CA","San Francisco, CA",201 to 500 employees,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,business intelligence,Other,Low Rating, CA,0,0,0,73000.0
Advanced BioScience Laboratories,"Rockville, MD","Rockville, MD",201 to 500 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),other scientist,Associate,Low Rating, MD,0,0,0,81000.0
Beebe Healthcare,"Millville, DE","Lewes, DE",1001 to 5000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),other scientist,Other,Medium Rating, DE,0,0,0,57200.0
Reynolds American,"Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),other scientist,Other,Medium Rating, NC,0,0,0,99500.0
National Interstate,"Richfield, OH","Richfield, OH",501 to 1000 employees,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),data analyst,Associate,Medium Rating, OH,0,0,0,45500.0
The Hanover Insurance Group,"Worcester, MA","Worcester, MA",5001 to 10000 employees,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),data analyst,Associate,Medium Rating, MA,0,0,0,54000.0
Moser Consulting,"Indianapolis, IN","Indianapolis, IN",51 to 200 employees,Company - Private,Consulting,Business Services,$25 to $50 million (USD),data engineer,Senior/Principal,High Rating, IN,1,1,1,122500.0
Greenway Health,"Tampa, FL","Tampa, FL",1001 to 5000 employees,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),data analyst,Other,Medium Rating, FL,0,0,0,37500.0
Fareportal,"New York, NY","New York, NY",1001 to 5000 employees,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),data analyst,Other,Medium Rating, NY,1,0,0,53500.0
TransUnion,"Chicago, IL","Chicago, IL",5001 to 10000 employees,Company - Public,Financial Analytics & Research,Finance,$1 to $2 billion (USD),data scientist,Senior/Principal,Medium Rating, IL,1,0,0,140000.0
MITRE,"Hampton, VA","Bedford, MA",5001 to 10000 employees,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),data scientist,Senior/Principal,Medium Rating, VA,0,0,0,77500.0
Mcphail Associates,"Cambridge, MA","Cambridge, MA",1 to 50 employees,Company - Private,Construction,"Construction, Repair & Maintenance",Unknown,other scientist,Other,Medium Rating, MA,0,0,0,55120.0
Reynolds American,"Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),other scientist,Senior/Principal,Medium Rating, NC,0,0,0,117500.0
Crown Bioscience,"San Diego, CA","San Diego, CA",501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),business intelligence,Other,Low Rating, CA,0,0,0,70500.0
Q2 Solutions,"Ithaca, NY","Morrisville, NC",1001 to 5000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,business intelligence,Associate,Low Rating, NY,0,0,0,70000.0
HOVER,"San Francisco, CA","San Francisco, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),other analytics,Senior/Principal,High Rating, CA,0,0,0,61500.0
Q2 Solutions,"Marietta, GA","Morrisville, NC",1001 to 5000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,other scientist,Senior/Principal,Low Rating, GA,0,0,0,80000.0
Oversight Systems,"Atlanta, GA","Atlanta, GA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),data scientist,Other,High Rating, GA,1,0,0,79500.0
Confluent,"Mountain View, CA","Mountain View, CA",501 to 1000 employees,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),data scientist,Other,High Rating, CA,1,0,0,168000.0
Arbella Insurance,"Quincy, MA","Quincy, MA",1001 to 5000 employees,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),data engineer,Associate,Medium Rating, MA,0,1,0,90000.0
Kronos Bio,"Cambridge, MA","San Mateo, CA",Unknown,Company - Private,Unknown,Unknown,Unknown,business intelligence,Entry Level,No Rating, MA,0,0,0,120000.0
